Year,Month,Country,Exchange Rate
1989,2,Czech Republic,25.61187971
1989,2,Denmark,7.2082
1989,2,Developing Asia,191.9781
1989,2,Developing Countries,1115.485298
1989,2,Djibouti,177.7208018
1989,2,Dominica,2.7
1989,2,Dominican Republic,30.05750568
1989,2,East Asia & Pacific developing,264.2489
1989,2,Ecuador,1
1989,2,"Egypt, Arab Rep.",6.212536196
1989,2,El Salvador,8.744500549
1989,2,Equatorial Guinea,551.610659
1989,2,Eritrea,14.6007273
1989,2,Estonia,0.88321
1989,2,Ethiopia,12.18296713
1989,2,Europe & Central Asia developing,223.7822042
1989,2,Fiji,1.810772325
1989,2,Finland,0.88321
1989,2,France,0.88321
1989,2,Gabon,551.610659
1989,2,"Gambia, The",25.10824024
1989,2,Georgia,1.849239466
1989,2,Germany,0.88321
1989,2,Ghana,1.476862391
1989,2,Greece,0.88321
1989,2,Grenada,2.7
1989,2,Guatemala,7.350540386
1989,2,Guinea,-3639.124047
1989,2,Guinea-Bissau,551.610659
1989,2,Guyana,200.4728507
1989,2,Haiti,35.31450706
1989,2,High Income Countries,35.33238
1989,2,High Income: Non-OECD,3.028403
1989,2,High income: OECD,37.08043
1989,2,Honduras,17.17472642
1989,2,"Hong Kong SAR, China",7.80105
1989,2,Hungary,214.5341875
1989,2,Iceland,91.12406831
1989,2,India,15.236
1989,2,Indonesia,8432.51628
1989,2,"Iran, Islamic Rep.",11211.29204
1989,2,Iraq,1411.972134
1989,2,Ireland,0.88321
1989,2,Israel,1.685
1989,2,Italy,0.88321
1989,2,Jamaica,64.2044896
1989,2,Japan,127.6755
1989,2,Jordan,0.5475
1989,2,Kazakhstan,156.0416318
1989,2,Kenya,18.8305
1989,2,Kiribati,1.32471505
1989,2,"Korea, Rep.",680.22
1989,2,Kuwait,0.2881
1989,2,Kyrgyz Republic,42.96917452
1989,2,"Lao, PDR",8920.226203
1989,2,Latin America & Caribbean developing,511.6892973
1989,2,Latvia,0.88321
1989,2,Lebanon,1528.585814
1989,2,Lesotho,2.45875
1989,2,Liberia,70.56122249
1989,2,Libya,1.213334374
1989,2,Lithuania,0.88321
1989,2,Low Income,374.2909135
1989,2,Luxembourg,0.88321
1989,2,"Macedonia, FYR",51.75614104
1989,2,Madagascar,1828.710371
1989,2,Malawi,202.4392599
1989,2,Malaysia,2.73085
1989,2,Maldives,13.41858826
1989,2,Mali,551.610659
1989,2,Malta,0.88321
1989,2,Mauritania,250.3789402
1989,2,Mauritius,28.0894318
1989,2,Mexico,2.475
1989,2,"Micronesia, Fed. Sts.",1
1989,2,Middle East & N. Africa developing,4449.610023
1989,2,Middle Income Countries,1124.759955
1989,2,"Moldova, Rep.",12.00917429
1989,2,Mongolia,1248.81483
1989,2,Montenegro,0.840925014
1989,2,Morocco,8.4335
1989,2,Mozambique,26.24763442
1989,2,Myanmar,363.8905312
1989,2,Namibia,2.45875
1989,2,Nepal,76.82699508
1989,2,Netherlands,0.88321
1989,2,New Zealand,1.616534
1989,2,Nicaragua,17.7718675
1989,2,Niger,551.610659
1989,2,Nigeria,136.4662041
1989,2,Norway,6.72415
1989,2,Oman,0.386
1989,2,Pakistan,19.0675
1989,2,Panama,1
1989,2,Papua New Guinea,2.565241435
1989,2,Paraguay,4337.373804
1989,2,Peru,2.965802813
1989,2,Philippines,42.64784068
1989,2,Poland,3.304751291
1989,2,Portugal,0.88321
1989,2,Qatar,3.642
1989,2,Romania,0.001
1989,2,Russian Federation,29.27477707
1989,2,Rwanda,509.5749232
1989,2,Samoa,2.441753243
1989,2,San Marino,0.840925014
1989,2,Sao Tome and Principe,15.127392
1989,2,Saudi Arabia,3.75255
1989,2,Senegal,551.610659
1989,2,Serbia,77.12087336
1989,2,Seychelles,8.528145654
1989,2,Sierra Leone,3739.520348
1989,2,Singapore,1.9285
1989,2,Slovakia,0.88321
1989,2,Slovenia,0.88321
1989,2,Solomon Islands,6.361522765
1989,2,South Africa,2.45875
1989,2,South Asia developing,16.40952
1989,2,South Sudan,35.26552738
1989,2,Spain,0.88321
1989,2,Sri Lanka,33.1025
1989,2,St. Kitts and Nevis,2.7
1989,2,St. Lucia,2.7
1989,2,St. Vincent and the Grenadines,2.7
1989,2,Sub-Saharan Africa developing,5937.323453
1989,2,Sudan,3.455568801
1989,2,Suriname,3.431623396
1989,2,Swaziland,2.45875
1989,2,Sweden,6.3233
1989,2,Switzerland,1.57395
1989,2,Syrian Arab Republic,95.42193548
1989,2,"Taiwan, China",27.703
1989,2,Tajikistan,4.3625181
1989,2,"Tanzania, United Rep.",127.725
1989,2,Thailand,25.3835
1989,2,Timor-Leste,1
1989,2,Togo,551.610659
1989,2,Tonga,1.168727
1989,2,Trinidad and Tobago,6.24105732
1989,2,Tunisia,0.94035
1989,2,Turkey,0.002
1989,2,Turkmenistan,5200
1989,2,Uganda,2020.334933
1989,2,Ukraine,8.713322459
1989,2,United Arab Emirates,3.675
1989,2,United Kingdom,0.570153
1989,2,United States,1
1989,2,Uruguay,19.16851088
1989,2,Uzbekistan,1566.807376
1989,2,Vanuatu,112.8264538
1989,2,"Venezuela, RB",2623.858215
1989,2,Vietnam,16732.63833
1989,2,West Bank and Gaza,1
1989,2,World (WBG members),77.5363
1989,2,"Yemen, Rep.",171.3643184
1989,2,Zambia,4.615924576
1989,2,Zimbabwe,316.1700085
1989,3,Albania,114.6361621
1989,3,Algeria,73.72035138
1989,3,Angola,55903.92368
1989,3,Antigua and Barbuda,2.692481716
1989,3,Argentina,4.704673545
1989,3,Armenia,449.626743
1989,3,Australia,1.223637
1989,3,Austria,0.890488
1989,3,Azerbaijan,0.970411732
1989,3,Bahamas,0.99999226
1989,3,Bahrain,0.378
1989,3,Bangladesh,62.7871119
1989,3,Barbados,1.998990559
1989,3,Belarus,5354.883447
1989,3,Belgium,0.890488
1989,3,Belize,2
1989,3,Benin,551.610659
1989,3,Bhutan,15.45522
1989,3,Bolivia,6.629780667
1989,3,Bosnia and Herzegovina,1.642911797
1989,3,Botswana,6.180318246
1989,3,Brazil,1.983193068
1989,3,Brunei Darussalam,1.500426258
1989,3,Bulgaria,1.434659141
1989,3,Burkina Faso,551.610659
1989,3,Burundi,1021.712858
1989,3,Cabo Verde,92.57922452
1989,3,Cambodia,4034.464425
1989,3,Cameroon,551.610659
1989,3,Canada,1.195565
1989,3,Central African Republic,551.610659
1989,3,Chad,551.610659
1989,3,Chile,246.3096
1989,3,China,3.731
1989,3,Colombia,1986.618289
1989,3,Comoros,417.8260062
1989,3,"Congo, Dem. Rep.",538.5726478
1989,3,"Congo, Rep.",551.610659
1989,3,Costa Rica,422.4495483
1989,3,Cote d'Ivoire,548.3966271
1989,3,Croatia,6.300499951
1989,3,Cyprus,0.890488
1989,3,Czech Republic,25.61187971
1989,3,Denmark,7.291391
1989,3,Developing Asia,193.447
1989,3,Developing Countries,1115.485298
1989,3,Djibouti,177.7208018
1989,3,Dominica,2.7
1989,3,Dominican Republic,30.05750568
1989,3,East Asia & Pacific developing,264.5445
1989,3,Ecuador,1
1989,3,"Egypt, Arab Rep.",6.212536196
1989,3,El Salvador,8.744500549
1989,3,Equatorial Guinea,551.610659
1989,3,Eritrea,14.6007273
1989,3,Estonia,0.890488
1989,3,Ethiopia,12.18296713
1989,3,Europe & Central Asia developing,223.7822042
1989,3,Fiji,1.810772325
1989,3,Finland,0.890488
1989,3,France,0.890488
1989,3,Gabon,551.610659
1989,3,"Gambia, The",25.10824024
1989,3,Georgia,1.849239466
1989,3,Germany,0.890488
1989,3,Ghana,1.476862391
1989,3,Greece,0.890488
1989,3,Grenada,2.7
1989,3,Guatemala,7.350540386
1989,3,Guinea,-3639.124047
1989,3,Guinea-Bissau,551.610659
1989,3,Guyana,200.4728507
1989,3,Haiti,35.31450706
1989,3,High Income Countries,35.59831
1989,3,High Income: Non-OECD,3.029622
1989,3,High income: OECD,37.36052
1989,3,Honduras,17.17472642
1989,3,"Hong Kong SAR, China",7.797739
1989,3,Hungary,214.5341875
1989,3,Iceland,91.12406831
1989,3,India,15.45522
1989,3,Indonesia,8432.51628
1989,3,"Iran, Islamic Rep.",11211.29204
1989,3,Iraq,1411.972134
1989,3,Ireland,0.890488
1989,3,Israel,1.69087
1989,3,Italy,0.890488
1989,3,Jamaica,64.2044896
1989,3,Japan,130.5509
1989,3,Jordan,0.538043
1989,3,Kazakhstan,156.0416318
1989,3,Kenya,19.2013
1989,3,Kiribati,1.32471505
1989,3,"Korea, Rep.",675.6761
1989,3,Kuwait,0.290217
1989,3,Kyrgyz Republic,42.96917452
1989,3,"Lao, PDR",8920.226203
1989,3,Latin America & Caribbean developing,511.6892973
1989,3,Latvia,0.890488
1989,3,Lebanon,1528.585814
1989,3,Lesotho,2.539391
1989,3,Liberia,70.56122249
1989,3,Libya,1.213334374
1989,3,Lithuania,0.890488
1989,3,Low Income,374.2909135
1989,3,Luxembourg,0.890488
1989,3,"Macedonia, FYR",51.75614104
1989,3,Madagascar,1828.710371
1989,3,Malawi,202.4392599
1989,3,Malaysia,2.753609
1989,3,Maldives,13.41858826
1989,3,Mali,551.610659
1989,3,Malta,0.890488
1989,3,Mauritania,250.3789402
1989,3,Mauritius,28.0894318
1989,3,Mexico,2.475
1989,3,"Micronesia, Fed. Sts.",1
1989,3,Middle East & N. Africa developing,4449.610023
1989,3,Middle Income Countries,1124.759955
1989,3,"Moldova, Rep.",12.00917429
1989,3,Mongolia,1248.81483
1989,3,Montenegro,0.840925014
1989,3,Morocco,8.475217
1989,3,Mozambique,26.24763442
1989,3,Myanmar,363.8905312
1989,3,Namibia,2.539391
1989,3,Nepal,76.82699508
1989,3,Netherlands,0.890488
1989,3,New Zealand,1.622369
1989,3,Nicaragua,17.7718675
1989,3,Niger,551.610659
1989,3,Nigeria,136.4662041
1989,3,Norway,6.805957
1989,3,Oman,0.386217
1989,3,Pakistan,19.4137
1989,3,Panama,1
1989,3,Papua New Guinea,2.565241435
1989,3,Paraguay,4337.373804
1989,3,Peru,2.965802813
1989,3,Philippines,42.64784068
1989,3,Poland,3.304751291
1989,3,Portugal,0.890488
1989,3,Qatar,3.642
1989,3,Romania,0.001
1989,3,Russian Federation,29.27477707
1989,3,Rwanda,509.5749232
1989,3,Samoa,2.441753243
1989,3,San Marino,0.840925014
1989,3,Sao Tome and Principe,15.127392
1989,3,Saudi Arabia,3.751783
1989,3,Senegal,551.610659
1989,3,Serbia,77.12087336
1989,3,Seychelles,8.528145654
1989,3,Sierra Leone,3739.520348
1989,3,Singapore,1.939478
1989,3,Slovakia,0.890488
1989,3,Slovenia,0.890488
1989,3,Solomon Islands,6.361522765
1989,3,South Africa,2.539391
1989,3,South Asia developing,16.64788
1989,3,South Sudan,35.26552738
1989,3,Spain,0.890488
1989,3,Sri Lanka,33.42804
1989,3,St. Kitts and Nevis,2.7
1989,3,St. Lucia,2.7
1989,3,St. Vincent and the Grenadines,2.7
1989,3,Sub-Saharan Africa developing,5937.323453
1989,3,Sudan,3.455568801
1989,3,Suriname,3.431623396
1989,3,Swaziland,2.539391
1989,3,Sweden,6.393304
1989,3,Switzerland,1.611304
1989,3,Syrian Arab Republic,95.42193548
1989,3,"Taiwan, China",27.61783
1989,3,Tajikistan,4.3625181
1989,3,"Tanzania, United Rep.",130.4565
1989,3,Thailand,25.47174
1989,3,Timor-Leste,1
1989,3,Togo,551.610659
1989,3,Tonga,1.241492
1989,3,Trinidad and Tobago,6.24105732
1989,3,Tunisia,0.943978
1989,3,Turkey,0.002
1989,3,Turkmenistan,5200
1989,3,Uganda,2020.334933
1989,3,Ukraine,8.713322459
1989,3,United Arab Emirates,3.675
1989,3,United Kingdom,0.583451
1989,3,United States,1
1989,3,Uruguay,19.16851088
1989,3,Uzbekistan,1566.807376
1989,3,Vanuatu,112.8264538
1989,3,"Venezuela, RB",2623.858215
1989,3,Vietnam,16732.63833
1989,3,West Bank and Gaza,1
1989,3,World (WBG members),78.12339
1989,3,"Yemen, Rep.",171.3643184
1989,3,Zambia,4.615924576
1989,3,Zimbabwe,316.1700085
1989,4,Albania,114.6361621
1989,4,Algeria,73.72035138
1989,4,Angola,55903.92368
1989,4,Antigua and Barbuda,2.692481716
1989,4,Argentina,4.704673545
1989,4,Armenia,449.626743
1989,4,Australia,1.243114
1989,4,Austria,0.890342
1989,4,Azerbaijan,0.970411732
1989,4,Bahamas,0.99999226
1989,4,Bahrain,0.378
1989,4,Bangladesh,62.7871119
1989,4,Barbados,1.998990559
1989,4,Belarus,5354.883447
1989,4,Belgium,0.890342
1989,4,Belize,2
1989,4,Benin,551.610659
1989,4,Bhutan,15.7065
1989,4,Bolivia,6.629780667
1989,4,Bosnia and Herzegovina,1.642911797
1989,4,Botswana,6.180318246
1989,4,Brazil,1.983193068
1989,4,Brunei Darussalam,1.500426258
1989,4,Bulgaria,1.434659141
1989,4,Burkina Faso,551.610659
1989,4,Burundi,1021.712858
1989,4,Cabo Verde,92.57922452
1989,4,Cambodia,4034.464425
1989,4,Cameroon,551.610659
1989,4,Canada,1.1889
1989,4,Central African Republic,551.610659
1989,4,Chad,551.610659
1989,4,Chile,252.241
1989,4,China,3.731
1989,4,Colombia,1986.618289
1989,4,Comoros,417.8260062
1989,4,"Congo, Dem. Rep.",538.5726478
1989,4,"Congo, Rep.",551.610659
1989,4,Costa Rica,422.4495483
1989,4,Cote d'Ivoire,548.3966271
1989,4,Croatia,6.300499951
1989,4,Cyprus,0.890342
1989,4,Czech Republic,25.61187971
1989,4,Denmark,7.2804
1989,4,Developing Asia,195.0895
1989,4,Developing Countries,1115.485298
1989,4,Djibouti,177.7208018
1989,4,Dominica,2.7
1989,4,Dominican Republic,30.05750568
1989,4,East Asia & Pacific developing,264.6188
1989,4,Ecuador,1
1989,4,"Egypt, Arab Rep.",6.212536196
1989,4,El Salvador,8.744500549
1989,4,Equatorial Guinea,551.610659
1989,4,Eritrea,14.6007273
1989,4,Estonia,0.890342
1989,4,Ethiopia,12.18296713
1989,4,Europe & Central Asia developing,223.7822042
1989,4,Fiji,1.810772325
1989,4,Finland,0.890342
1989,4,France,0.890342
1989,4,Gabon,551.610659
1989,4,"Gambia, The",25.10824024
1989,4,Georgia,1.849239466
1989,4,Germany,0.890342
1989,4,Ghana,1.476862391
1989,4,Greece,0.890342
1989,4,Grenada,2.7
1989,4,Guatemala,7.350540386
1989,4,Guinea,-3639.124047
1989,4,Guinea-Bissau,551.610659
1989,4,Guyana,200.4728507
1989,4,Haiti,35.31450706
1989,4,High Income Countries,35.73175
1989,4,High Income: Non-OECD,3.029086
1989,4,High income: OECD,37.5011
1989,4,Honduras,17.17472642
1989,4,"Hong Kong SAR, China",7.7833
1989,4,Hungary,214.5341875
1989,4,Iceland,91.12406831
1989,4,India,15.7065
1989,4,Indonesia,8432.51628
1989,4,"Iran, Islamic Rep.",11211.29204
1989,4,Iraq,1411.972134
1989,4,Ireland,0.890342
1989,4,Israel,1.82
1989,4,Italy,0.890342
1989,4,Jamaica,64.2044896
1989,4,Japan,132.039
1989,4,Jordan,0.538
1989,4,Kazakhstan,156.0416318
1989,4,Kenya,19.373
1989,4,Kiribati,1.32471505
1989,4,"Korea, Rep.",672.12
1989,4,Kuwait,0.29085
1989,4,Kyrgyz Republic,42.96917452
1989,4,"Lao, PDR",8920.226203
1989,4,Latin America & Caribbean developing,511.6892973
1989,4,Latvia,0.890342
1989,4,Lebanon,1528.585814
1989,4,Lesotho,2.5482
1989,4,Liberia,70.56122249
1989,4,Libya,1.213334374
1989,4,Lithuania,0.890342
1989,4,Low Income,374.2909135
1989,4,Luxembourg,0.890342
1989,4,"Macedonia, FYR",51.75614104
1989,4,Madagascar,1828.710371
1989,4,Malawi,202.4392599
1989,4,Malaysia,2.72115
1989,4,Maldives,13.41858826
1989,4,Mali,551.610659
1989,4,Malta,0.890342
1989,4,Mauritania,250.3789402
1989,4,Mauritius,28.0894318
1989,4,Mexico,2.475
1989,4,"Micronesia, Fed. Sts.",1
1989,4,Middle East & N. Africa developing,4449.610023
1989,4,Middle Income Countries,1124.759955
1989,4,"Moldova, Rep.",12.00917429
1989,4,Mongolia,1248.81483
1989,4,Montenegro,0.840925014
1989,4,Morocco,8.4915
1989,4,Mozambique,26.24763442
1989,4,Myanmar,363.8905312
1989,4,Namibia,2.5482
1989,4,Nepal,76.82699508
1989,4,Netherlands,0.890342
1989,4,New Zealand,1.632956
1989,4,Nicaragua,17.7718675
1989,4,Niger,551.610659
1989,4,Nigeria,136.4662041
1989,4,Norway,6.7965
1989,4,Oman,0.386
1989,4,Pakistan,19.8445
1989,4,Panama,1
1989,4,Papua New Guinea,2.565241435
1989,4,Paraguay,4337.373804
1989,4,Peru,2.965802813
1989,4,Philippines,42.64784068
1989,4,Poland,3.304751291
1989,4,Portugal,0.890342
1989,4,Qatar,3.642
1989,4,Romania,0.001
1989,4,Russian Federation,29.27477707
1989,4,Rwanda,509.5749232
1989,4,Samoa,2.441753243
1989,4,San Marino,0.840925014
1989,4,Sao Tome and Principe,15.127392
1989,4,Saudi Arabia,3.75105
1989,4,Senegal,551.610659
1989,4,Serbia,77.12087336
1989,4,Seychelles,8.528145654
1989,4,Sierra Leone,3739.520348
1989,4,Singapore,1.95045
1989,4,Slovakia,0.890342
1989,4,Slovenia,0.890342
1989,4,Solomon Islands,6.361522765
1989,4,South Africa,2.5482
1989,4,South Asia developing,16.93112
1989,4,South Sudan,35.26552738
1989,4,Spain,0.890342
1989,4,Sri Lanka,34.0235
1989,4,St. Kitts and Nevis,2.7
1989,4,St. Lucia,2.7
1989,4,St. Vincent and the Grenadines,2.7
1989,4,Sub-Saharan Africa developing,5937.323453
1989,4,Sudan,3.455568801
1989,4,Suriname,3.431623396
1989,4,Swaziland,2.5482
1989,4,Sweden,6.369
1989,4,Switzerland,1.64695
1989,4,Syrian Arab Republic,95.42193548
1989,4,"Taiwan, China",26.9633
1989,4,Tajikistan,4.3625181
1989,4,"Tanzania, United Rep.",132.225
1989,4,Thailand,25.5225
1989,4,Timor-Leste,1
1989,4,Togo,551.610659
1989,4,Tonga,1.215517
1989,4,Trinidad and Tobago,6.24105732
1989,4,Tunisia,0.9442
1989,4,Turkey,0.002
1989,4,Turkmenistan,5200
1989,4,Uganda,2020.334933
1989,4,Ukraine,8.713322459
1989,4,United Arab Emirates,3.675
1989,4,United Kingdom,0.587579
1989,4,United States,1
1989,4,Uruguay,19.16851088
1989,4,Uzbekistan,1566.807376
1989,4,Vanuatu,112.8264538
1989,4,"Venezuela, RB",2623.858215
1989,4,Vietnam,16732.63833
1989,4,West Bank and Gaza,1
1989,4,World (WBG members),78.43185
1989,4,"Yemen, Rep.",171.3643184
1989,4,Zambia,4.615924576
1989,4,Zimbabwe,316.1700085
1989,5,Albania,114.6361621
1989,5,Algeria,73.72035138
1989,5,Angola,55903.92368
1989,5,Antigua and Barbuda,2.692481716
1989,5,Argentina,4.704673545
1989,5,Armenia,449.626743
1989,5,Australia,1.295352
1989,5,Austria,0.926673
1989,5,Azerbaijan,0.970411732
1989,5,Bahamas,0.99999226
1989,5,Bahrain,0.378087
1989,5,Bangladesh,62.7871119
1989,5,Barbados,1.998990559
1989,5,Belarus,5354.883447
1989,5,Belgium,0.926673
1989,5,Belize,2
1989,5,Benin,551.610659
1989,5,Bhutan,16.09361
1989,5,Bolivia,6.629780667
1989,5,Bosnia and Herzegovina,1.642911797
1989,5,Botswana,6.180318246
1989,5,Brazil,1.983193068
1989,5,Brunei Darussalam,1.500426258
1989,5,Bulgaria,1.434659141
1989,5,Burkina Faso,551.610659
1989,5,Burundi,1021.712858
1989,5,Cabo Verde,92.57922452
1989,5,Cambodia,4034.464425
1989,5,Cameroon,551.610659
